itemID,itemKey,itemType,dateAdded,dateModified,title,abstractNote,date,publisher,place,volume,numberOfVolumes,edition,series,seriesNumber,numPages,pages,ISBN,ISSN,url,accessDate,language,shortTitle,libraryCatalog,callNumber,archiveLocation,rights,extra,publicationTitle,bookTitle,websiteTitle,university,creators,collections
2008,VJ5CYRC3,book,"2020-02-18 16:25:57","2020-02-18 16:26:13","Angry white men",,"1996-00-00 1996","Robbie McClaran","Portland, Oregon",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8774869,,English,,,"N7433.4.M332 A4 1996","Art Library",,,,,,,"Robbie McClaran","Artists' Books Collection"
2009,VUJ7DGS2,book,"2020-02-18 16:22:20","2020-02-18 16:24:16","Text means tissue",,"2017-00-00 2017","F. Capone","[Portland, Oregon]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8781387,,English,,,"N7433.4.A1 T49 2017","Art Library",,,,,,,"Francesca C. Capone; Or.) Nationale (Portland","Artists' Books Collection"
2010,73H9JULE,book,"2020-02-18 16:18:07","2020-02-18 16:18:27","Vision shifts",,"1998-00-00 1998","Borowsky Center for Publication Arts, University of the Arts","Philadelphia, Pa.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8863542,,English,,,"N7433.4.B38 V5 1998","Art Library",,,,,,,"Carol June, 1954- Barton; Borowsky Center for Publication Arts","Artists' Books Collection"
2011,8VVDN58X,book,"2020-02-18 16:14:30","2020-02-18 16:14:45",Transplant,,"2006-00-00 2006","Tree House Press","West Asheville, N.C.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8863414,,English,,,"N7433.4.B766 T7 2006","Art Library",,,,,,,"Jennifer Brook; Tree House Press","Artists' Books Collection; 2000-07"
2013,EE2G4D3G,book,"2020-02-18 16:11:07","2020-02-18 16:11:37","A house without a roof = Bayit beli gag = Bayt bi-dūn saqaf",,"2016-00-00 2016",Booklyn,"Brooklyn, New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8821238,,English,,,"TR655 .G65 2016","Art Library",,,,,,,"Adam Golfer; Booklyn Artists Alliance","Artists' Books Collection; Done"
2014,T9Z3HK8B,book,"2020-02-18 16:09:11","2020-02-18 16:09:28",Eden,,"2016-00-00 2016",Aperture,"[New York]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8841189,,English,,,"TR655 .C69 2016","Art Library",,,,,,,"Sylvain, 1983- Couzinet-Jacques; Inc. Aperture","Artists' Books Collection"
2016,4B4C4RQA,book,"2020-02-17 18:11:09","2020-02-18 01:24:53",Intimita,,"2015-00-00 2015",wo-men,Praha,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8421539,,Czech,,,"HQ1610.3 .I56 2015 v.2","Art Library",,,,,,,"Barbora, 1980- Baronová; Dita, 1973- Pepe","Artists' Books Collection"
2017,LUVZNVK7,book,"2020-02-18 01:23:44","2020-02-18 01:24:14",Ingress/Egress,,"2015-00-00 2015","Crooked Letter Press","Gainesville, Florida",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8681670,,English,,,"N7433.4.K6258 I54 2015","Art Library",,,,,,,"Ellen Knudson; Ringling College Letterpress and Book Arts Center; Crooked Letter Press; Boxcar Press","Artists' Books Collection"
2018,9PJI2BWE,book,"2020-02-18 01:22:56","2020-02-18 01:24:00","E scapes 016",,"2016-00-00 2016","VSW Press","[Rochester, New York]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8779881,,English,,,"TR655.M37435 E23 2016","Art Library",,,,,,,"Nick, 1984- Marshall","Artists' Books Collection; CMPL 260"
2019,4J8FT3DZ,book,"2020-02-18 01:22:15","2020-02-18 01:22:39","Ladies first",,"2016-00-00 2016","Visual Studies Workshop Press","Rochester, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8779366,,English,,,"N7433.4.S65 L24 2016","Art Library",,,,,,,"Keith A., 1938- Smith","Artists' Books Collection"
2020,6AHTK9BA,book,"2020-02-18 01:21:33","2020-02-18 01:21:55","María Sabina, en busca del Cristo Negro",,"2014-00-00 2014","Conaculta, Dirección General de Publicaciones",Mexico,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8363379,,Spanish,,,"N7433.4.C388 M37 2014","Art Library",,,,,,,"Gusmano Cesaretti; Elsa Cross","Artists' Books Collection"
2021,N6MS49VS,book,"2020-02-18 01:19:54","2020-02-18 01:20:25",Ayotochtli,,"2010-00-00 2010","Ediciones Los quehaceres del ocio","[México, D.F.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769151,,Spanish,,,"N7433.4.P58 A97 2000z","Art Library",,,,,,,"Salvador Pizarro; Ediciones Los quehaceres del ocio","Artists' Books Collection"
2022,2IBCXQYL,book,"2020-02-18 00:42:50","2020-02-18 00:43:22","Cuento otomí",,"2013-00-00 2013","Ediciones Los quehaceres del ocio","México, D.F.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769153,,Spanish,,,"N7433.4.P58 C88 2013","Art Library",,,,,,,"Salvador Pizarro; Ediciones Los quehaceres del ocio","Artists' Books Collection"
2023,2D8EFSYK,book,"2020-02-18 00:34:06","2020-02-18 00:42:10","De cuando no habia agua : cuento yaqui",,"2010-00-00 2010","Ediciones Los quehaceres del ocio","México, D.F.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769152,,Spanish,,,"N7433.4.P58 D45 2000z","Art Library",,,,,,,"Salvador Pizarro; Ediciones Los quehaceres del ocio","Artists' Books Collection"
2024,J67LWEK4,book,"2020-02-18 00:33:35","2020-02-18 00:33:51","Mercado de Portales, D.F., mercado de Oaxaco, Oax. : fotografías de José Murciano.",,"2015-00-00 2015","Taller Azul Añil, MMXV.","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769158,,Spanish,,,"N7433.4.M88 M4 2015","Art Library",,,,,,,"José Murciano; Azul Añil (Workshop)","Artists' Books Collection"
2025,C9VHHSKK,book,"2020-02-18 00:32:58","2020-02-18 00:33:15","Fotografías",,"2015-00-00 2015","Taller Azul Añil, MMXV.","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8771605,,Spanish,,,"N7433.4.M88 F6 2015","Art Library",,,,,,,"José Murciano; Azul Añil (Workshop)","Artists' Books Collection"
2026,AW3CJVYF,book,"2020-02-18 00:29:21","2020-02-18 00:29:36","Canasta de pan : fotografías de José Murciano.",,"2014-00-00 2014","Taller Azul Añil, MMXIV.","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769156,,Spanish,,,"N7433.4.M88 C35 2014","Art Library",,,,,,,"José Murciano; Azul Añil (Workshop)","Artists' Books Collection"
2027,VPESHABB,book,"2020-02-18 00:28:38","2020-02-18 00:28:59","Escribir pintado.",,"2016-00-00 2016","Taller Azul Añil, MMXVI.","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769159,,Spanish,,,"N7433.4.R775 M4 2016","Art Library",,,,,,,"Luz María Ruiz; Azul Añil (Workshop)","Artists' Books Collection"
2028,F8S4EVT6,book,"2020-02-18 00:28:08","2020-02-18 00:28:22","Lo feo = The ugly thing",,"2016-00-00 2016","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8710984,,Spanish,,,"N7433.4.R55 F45 2016","Art Library",,,,,,,"Teresita, 1930-2013 Fernández; Agustina Ponce; Wayne, 1946- Grinstead; Marialva Ríos; Ediciones Vigía","Artists' Books Collection"
2029,CYCELGIH,book,"2020-02-18 00:27:09","2020-02-18 00:27:45",Radar,,"2016-00-00 2016","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769009,,Spanish,,,"N7433.4.V53 D42 2016","Art Library",,,,,,,"Yeilén, 1990- Delgado; Agustina Ponce; Frank David Valdés; Ediciones Vigía","Artists' Books Collection"
2030,WLDPW9UN,book,"2020-02-18 00:24:27","2020-02-18 00:25:25","El trabajo del hacha = The work of the axe",,"2016-00-00 2016","Ediciones Vigía","Matanzas, Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8769010,,Spanish,,,"N7433.4.B96 P66 2016","Art Library",,,,,,,"Alejandro, 1974- Ponce; Estela Ación; Margaret, 1936- Randall; Barbara Byers; Ediciones Vigía","Artists' Books Collection"
2032,Z2TT2U83,book,"2020-02-18 00:19:03","2020-02-18 00:21:36","Meñique, Meñique",,"2013-00-00 2013","Casa Editora Cuadernos Papiro","Holguín Cuba",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb7914036,,Spanish,,,"N7433.4.G363 M4 2013","Art Library",,,,,,,"José, 1853-1895 Martí; Freddy García Azze; Tatiana Zúñiga Góngora; Manuel Arias Silveira; Édouard, 1811-1883 Laboulaye; Cuadernos Papiro (Firm)","Artists' Books Collection"
2033,R82T63HU,book,"2020-02-18 00:12:44","2020-02-18 00:13:14",Swamp,,"2016-00-00 2016","GOST Books",London,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8733897,,English,,,"TR655 .S455 2016","Art Library",,,,,,,"Chloe Sells","Artists' Books Collection"
2034,E36VNQW8,book,"2020-02-18 00:11:38","2020-02-18 00:11:58","Floodgate companion",,"2016-00-00 2016","Floating World Comics","Portland, OR",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8696512,,English,,,"NC975.B42 A4 2016","Art Library",,,,,,,"Robert, 1981- Beatty","Artists' Books Collection"
2035,8ATP5UPR,book,"2020-02-18 00:10:51","2020-02-18 00:11:14","La hinteligencia militar",,"2016-00-00 2016","Laboratorio Editorial C'est un livre","Ciudad de México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8590896,,Spanish,,,"N7433.4.P482 H55 2016","Art Library",,,,,,,"Sergio Pesutić; E. Tonatiuh Trejo Gómez; C'est un livre","Artists' Books Collection"
2036,4YUX9JUH,book,"2020-02-18 00:10:05","2020-02-18 00:10:19",LibroPhone,,"2016-00-00 2016","C'est un livre",Mexico,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8590849,,Spanish,,,"N7433.4.A88 L53 2016","Art Library",,,,,,,"Cupagu; C'est un livre","Artists' Books Collection"
2037,H3N5KUVR,book,"2020-02-18 00:04:36","2020-02-18 00:04:58","Derechos de los animales : declaración universal de los derechos del animal, Liga internacional de los derechos del animal, Unesco, Onu, 1978",,"2015-00-00 2015","[Axolotl editorxs]","Ciudad de México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8589465,,Spanish,,,"N7433.4.A88 D48 2015","Art Library",,,,,,,"Bill, 1854-1949 Traylor; Axolotl Editorxs","Artists' Books Collection"
2038,75FLDPPF,book,"2020-02-18 00:03:14","2020-02-18 00:03:32","Shock and awe",,"2014-00-00 2014","ETR - IHA","San Francisco",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8681764,,English,,,"N7433.4.R346 S4 2014","Art Library",,,,,,,"Ethan Rafal","Artists' Books Collection"
2039,LPQSMD9D,book,"2020-02-17 18:58:32","2020-02-17 18:58:52","Wings of a ragtag quest : chronicles of a passionate pursuit of appliqué",,"2015-00-00 2015","[Publisher name not identified]","Place of publication not identified",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8681675,,English,,,"N7433.4.B658 W56 2015","Art Library",,,,,,,"Nell Booker; Patricia Malarcher","Artists' Books Collection"
2040,RSWWW5IW,book,"2020-02-17 18:57:58","2020-02-17 18:58:14",ReSound,,"2015-00-00 2015","[Marginalia Press]","Washington, D.C.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8681763,,English,,,"N7433.35.W344 R4 2015","Art Library",,,,,,,"Ian D. Warren; Rawan Alferaehy; Magdalena Cordero; Marisol Ardon; Sara A. Friedman; Sarah McDermott; Marginalia Press; D.C.) Corcoran College of Art + Design (Washington","Artists' Books Collection"
2041,QPZ27LPW,book,"2020-02-17 18:57:10","2020-02-17 18:57:35",Riverine,,"2016-00-00 2016","Alluvium Press","Tuscaloosa, Alabama",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8681766,,English,,,"N7433.4.W515 R58 2016","Art Library",,,,,,,"Sara E. (Sara Elizabeth), 1985- White; Alluvium Press; Small Craft Advisory Press; University of Alabama. Book Arts Program","Artists' Books Collection; CMPL 260"
2042,RBE96YUF,book,"2020-02-17 18:56:21","2020-02-17 18:56:54","Por la banqueta",,"2014-00-00 2014","Mantarraya Ediciones de Hostería La Bota-Cultubar","Mexico, D.F.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8590882,,Spanish,,,"N7433.4.A775 P6 2014","Art Library",,,,,,,"Betty Árbol","Artists' Books Collection"
2043,QC27HBYQ,book,"2020-02-17 18:54:53","2020-02-17 18:55:17","The epic love story of a warrior",,"2016-00-00 2016","SPBH Editions","[London, England]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8680415,,English,,,"N7433.4 .P85 E65 2016","Art Library",,,,,,,"Peter, 1980- Puklus; Marina Ivanova Tsevetaeva; Ilya Shambat","Artists' Books Collection"
2044,GFI2FYY8,book,"2020-02-17 18:51:19","2020-02-17 18:51:44","""De lo que no se puede hablar, hay que callar"" : última proposición del Tractatus Logico-Philosophicus de Wittgenstein reescrita en cajeros del supermercado.",,"2014-00-00 2014","La Nova Cosmogonia : Kitschic Ediciones","[Bogotá, Colombia]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8654286,,Spanish,,,"N7433.4.R345 D4 2014","Art Library",,,,,,,"Clara-Iris Ramos","Artists' Books Collection"
2045,U69QNZRC,book,"2020-02-17 18:50:02","2020-02-17 18:50:22",Pornotapados,,"2009-00-00 2009","Belleza Infinita",[Spain],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8654024,,Spanish,,,"N7433.4.B5762 P68 2009","Art Library",,,,,,,"Paloma Blanco; Belleza Infinita (Publisher)","Artists' Books Collection"
2046,K63DY25S,book,"2020-02-17 18:49:25","2020-02-17 18:49:46","Look London look",,"2006-00-00 2006","Nowhereman Press","New York",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8654228,,English,,,"N7433.4.P463 L66 2006","Art Library",,,,,,,"Ximena Pérez Grobet; Nowhereman Press","Artists' Books Collection; 2000-07"
2047,KU7FXYFX,book,"2020-02-17 18:48:47","2020-02-17 18:49:10","Hells Hollow, Fallen monarch",,"2015-00-00 2015","Spaces Corners","Pittsburgh, PA",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8650681,,English,,,"N7433.4.C375 H42 2015","Art Library",,,,,,,"Melissa Catanese","Artists' Books Collection"
2048,BBSPA372,book,"2020-02-17 18:48:13","2020-02-17 18:48:26","[Altered book]",,"2014-00-00 2014","[Aran Santamaría]",Spain,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8654247,,Spanish,,,"N7433.4.S258 A7 2014","Art Library",,,,,,,"Aran Santamaría","Artists' Books Collection"
2049,L3B8G4YQ,book,"2020-02-17 18:43:57","2020-02-17 18:44:34","Irish Channel 7",,"2015-00-00 2015","[Jesse Freeman and Scott Helmes]","[United States]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8685868,,English,,,"N7433.4.F717 I8 2015","Art Library",,,,,,,"Jesse Freeman; Scott, 1945- Helmes","Artists' Books Collection"
2050,F989DKF2,book,"2020-02-17 18:43:16","2020-02-17 18:43:33","Asemic figures.",,"2014-00-00 2014","Evelyn Eller","New York, N.Y.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8685809,,English,,,"N7433.4.E344 A75 2014","Art Library",,,,,,,"Evelyn Eller","Artists' Books Collection"
2051,S4H4FNRG,book,"2020-02-17 18:42:25","2020-02-17 18:42:57","Paginations : an exhibition of bookworks from the collection of the Sterling and Francine Clark Art Institute Library.",,"1984-00-00 1984","Clark Art Institute Library","Williamstown, Mass.",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8685766,,English,,,"N7433.3 .D46 1984","Art Library",,,,,,,"Craig Dennis; Sterling and Francine Clark Art Institute. Library","Artists' Books Collection"
2052,KJ6ZZLEF,book,"2020-02-17 18:41:50","2020-02-17 18:42:10","Run book 4-8 : Edit",,"2016-00-00 2016","MoMA PS1","Long Island City",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8614128,,English,,,"N7433.4.C53 R86 2016","Art Library",,,,,,,"Susan, 1969- Cianciolo; Marcelo Krasilcic; Ari, 1957- Marcopoulos; N.Y.) Museum of Modern Art (New York; P.S. 1 Contemporary Art Center; Distributed Art Publishers","Artists' Books Collection"
2053,WKZH4LVF,book,"2020-02-17 18:41:03","2020-02-17 18:41:21","I blame Jordan",,"2015-00-00 2015","MoMA PS1","Long Island City, NY",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8614129,,English,,,"TR681.M4 S36 2015","Art Library",,,,,,,"Collier Schorr; Jocelyn Miller; N.Y.) Museum of Modern Art (New York; P.S. 1 Contemporary Art Center","Artists' Books Collection"
2054,QUSNUXUS,book,"2020-02-17 18:38:33","2020-02-17 18:40:43",Especias,,"2015-00-00 2015","La Dïéresis editorial artesanal","[México, D.F.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb8550929,,Spanish,,,"N7433.4.A476 E85 2015","Art Library",,,,,,,"Anaïs Abreu D', 1982- Argence; Emiliano Álvarez; La Dïéresis (Firm)","Artists' Books Collection"
2173,566FGEFI,book,"2020-02-24 17:55:23","2020-03-24 18:07:14","Sierra suite : (overheard)",,"2017-00-00 2017","Blue Bluer Books","[Pittsboro, North Carolina]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9407230,,English,,,"N7433.4.H62 S54 2017","Art Library",,,,,,,"Josh Hockensmith","Artists' Books Collection"
2180,P4I22GHD,book,"2020-02-26 18:04:06","2020-02-26 18:04:56","Brick wall",,"1973-00-00 1973","Bernard Jacobson Ltd.",London,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9730188,,English,,,"N7433.4.H635 B75 1973","Art Library",,,,,,,"Alexander, 1936- Hollweg; Bernard Jacobson Gallery","Artists' Books Collection; To be photographed"
2181,P7A32W3Q,book,"2020-02-26 18:01:26","2020-02-26 18:04:06","Le petit poucet : une imagerie d'après un conte de Charles Perrault",,"1979-00-00 1979","Adrien Maeght Editeur",Paris,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9730186,,French,,,"N7433.4 L387 P4 1979","Art Library",,,,,,,"Warja, 1913-2007 Lavater; Adrien Maeght Arte","Artists' Books Collection; To be photographed"
2182,KBXCMHGF,book,"2020-02-26 17:59:35","2020-02-26 18:00:05",Orison,,"2019-00-00 2019","[JAB Books]",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9730176,,English,,,"Bound Serials JAB no.46(Fall 2019) Suppl.","Art Library",,,,,,,"Alexander Moysaenko; Mary Clare Butler","Artists' Books Collection"
2183,RZEMGHH9,book,"2020-02-26 17:55:40","2020-02-26 17:59:21",Versus,,"2019-00-00 2019","JAB Books",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9730172,,English,,,"Bound Serials JAB no.46(Fall 2019) Suppl.","Art Library",,,,,,,"Brandon (Brandon S.) Graham; Brad, 1951- Freeman","Artists' Books Collection"
2184,DJ65PKFX,book,"2020-02-26 17:44:42","2020-02-26 17:46:08","Notes on breadth/notes on longing",,"2019-00-00 2019","[JAB Books]",Chicago,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9730166,,English,,,"Bound Serials JAB no.46(Fall 2019) Suppl.","Art Library",,,,,,,"Willa Goettling","Artists' Books Collection"
2185,N9YFMRAC,book,"2020-02-26 17:40:18","2020-02-26 17:40:48","Nada para el destino = Nothing for destiny",,"2009-00-00 2009","Proyecto Docena","Buenos Aires",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb6975170,,Spanish,,,"N7433.4.V47 N23 2009","Art Library",,,,,,,"Ral Veroni; Flopa Lestani; Gabo, 1965- Ferro","Artists' Books Collection"
2186,BSBQ5LZA,book,"2020-02-26 16:56:13","2020-02-26 16:56:27","I want a president",,"2017-00-00 2017","Gato Negro Ediciones","Mexico City",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9706774,,English,,,"N7433.4.G375 I9 2017","Art Library",,,,,,,"Zoe Leonard; Gato Negro Ediciones","Artists' Books Collection; To be photographed"
2187,XKE4K3W7,book,"2020-02-26 16:55:26","2020-02-26 16:55:49",(rrr),,"2016-00-00 2016",Boabooks,"Geneva, Switzerland",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9723123,,Spanish,,,"N7433.4 .C3752 R77 2016","Art Library",,,,,,,"Ulises, 1941-1989 Carrión; Juan J. Agius; Alexis dos Santos; Che Huber; Izet Sheshivari; Boabooks","Artists' Books Collection; Jstor Artist Books"
2188,K9WR277H,book,"2020-02-26 16:53:44","2020-02-26 16:55:04","In alphabetical order",,"2016-00-00 2016",Boabooks,Geneva,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9723119,,English,,,"N7433.4.C3752 I5 1979a","Art Library",,,,,,,"Ulises, 1941-1989 Carrión; Juan J. Agius; Alexis dos Santos; Che Huber; Boabooks","Artists' Books Collection; To be photographed"
2190,SN5C56PQ,book,"2020-02-26 16:50:25","2020-02-26 16:50:55","Smile & nod",,"2018-00-00 2018","Wendy's Subway","[Brooklyn, NY]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9646699,,English,,,"N7433.4.K366 S65 2018","Art Library",,,,,,,"Rami Karim; Wendy's Subway","Artists' Books Collection; To be photographed"
2191,FSM3KNIN,book,"2020-02-26 16:48:32","2020-02-26 16:48:46","La búsqueda de la felicidad",,"2016-00-00 2016","La Duplicadora","CDMX, México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9550274,,Spanish,,,"N7433.4.G472 B87 2016","Art Library",,,,,,,"Emmanuel García","Artists' Books Collection; To be photographed"
2192,CZE89VUA,book,"2020-02-26 16:47:37","2020-02-26 16:47:57",Insectario,,"2016-00-00 2016","La Duplicadora","México",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9550249,,Spanish,,,"N7433.4.F592 I47 2016","Art Library",,,,,,,"Demián, 1971- Flores Cortés; Mardonio Carballo; Duplicadora (Firm)","Artists' Books Collection; To be photographed"
2193,5PZKVJJW,book,"2020-02-26 16:40:55","2020-02-26 16:41:15","Transmigration : structures of life and death.",,"2016-00-00 2016",WTD,Dubai?,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9638146,,English,,,"N7433.4.A1 T73 2016","Art Library",,,,,,,,"Artists' Books Collection; To be photographed"
2194,44IPMI22,book,"2020-02-26 16:40:02","2020-02-26 16:40:38",Kajal.,,"2017-00-00 2017-","Kajal Media, LLC.","[United States?]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9638044,,English,,,"N7433.4.A1 K35 v.2(2018)","Art Library",,,,,,,,"Artists' Books Collection; Jstor Zines"
2195,EQMBIS7A,book,"2020-02-26 16:38:54","2020-02-26 16:39:46","How to spell the fight : fish and fire",,"2018-00-00 2018","Sternberg Press ; Kayfa Ta","Berlin ; [Place of publication not identified]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9638042,,English,,,"N7433.4.S23 H69","Art Library",,,,,,,"Natascha, 1968- Sadr Haghighian","Artists' Books Collection; To be photographed"
2196,UQPSGCVU,book,"2020-01-28 23:06:59","2020-02-26 16:38:01","Evidence of living",,"1991-00-00 1991","Nexus Press","[Atlanta, Ga.]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb4310214,,English,,,"N7433.4.B46 E8 1991 c.2","Art Library",,,,,,,"Robin Bernat; Nexus Press","Artists' Books Collection"
2198,AA4X6M4H,book,"2020-02-26 16:26:34","2020-02-26 16:28:27","ما شاء الله بهت زبردست / Mā shāʼ Allāh buhut zabardast",,"2019-00-00 2019",Savta,"New York City",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9637918,,Urdu,,,"N7433.4.S218 M3 2019","Art Library",,,,,,,"Saad Khan","Artists' Books Collection; To be photographed"
2199,DJVUT7UH,book,"2020-02-26 16:25:36","2020-02-26 16:26:18","Jmenuji se Hladový Bizon",,"2017-00-00 2017","Roman Franc : Institut tvůrčí fotografie Filozoficko-přírodovědecké fakulty Slezské univerzity v Opavě",Brno,,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9540449,,Czech,,,"N7433.35.C94 J87 2017 c. 2","Art Library",,,,,,,"Pavel, 1970- Jurda; Roman, 1983- Franc; Milan Nedvěd; Sylva Ficová; Michael (Translator) Beauchamp; Slezská univerzita v Opavě. Institut tvůrčí fotografie","Artists' Books Collection; To be photographed"
2201,T5K32G4A,book,"2020-02-26 16:22:23","2020-02-26 16:22:50","Calibán y la bruja [postales].",,"2018-00-00 2018",[Sursiendo?],"Chiapas, Mexico",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406837,,Spanish,,,"N7433.4.A1 C37 2018","Art Library",,,,,,,,"Artists' Books Collection; To be photographed"
2202,LCVLCX9S,book,"2020-02-26 16:21:22","2020-02-26 16:21:38",Caosmos,,"2017-00-00 2017","Roto Ediciones","Xalapa, Veracruz",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9550331,,Spanish,,,"N7433.4.V39 C36 2017","Art Library",,,,,,,"Joan X. Vazquez","Artists' Books Collection; To be photographed"
2203,6LZ6SUZY,book,"2020-02-26 16:20:48","2020-02-26 16:21:08","Album primo-abrilesco",,"2016-00-00 2016","Laboratorio Editorial C'est un livre",[Mexico],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9406265,,Spanish,,,"N7433.4.A55 A545 2016","Art Library",,,,,,,"Alphonse, 1854-1905 Allais","Artists' Books Collection; To be photographed"
2204,FLGFS2LP,book,"2020-02-26 16:20:14","2020-02-26 16:20:48","16 fotos que no tomé",,"2015-00-00 2015","C'est un livre [esto es un libro]",[Mexico],,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9477980,,Spanish,,,"N7433.4.G745 A12 2015","Art Library",,,,,,,"Benoît Grimalt","Artists' Books Collection; To be photographed"
2205,I3YYKYZI,book,"2020-02-26 01:03:05","2020-02-26 01:03:22",Drawings,,"2018-00-00 2018","Pure Theory Publishing Company","Chestnut Hill, Pennsylvania",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9588125,,English,,,"N7433.4.R665 D73 2018","Art Library",,,,,,,"Dan, 1940- Rose; Richard Harrington; Laurie Churchman; Pure Theory Publishing Co.","Artists' Books Collection; Jstor Artist Books"
2208,4IYRE6P6,book,"2020-02-26 01:00:49","2020-02-26 01:01:14","The photograph : an eidetic reduction",,"2015-00-00 2015","Pure Theory Publishing","[Philadelphia, Pennsylvania]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9588114,,English,,,"N7433.4.R665 P48 2015","Art Library",,,,,,,"Dan, 1940- Rose; Pure Theory Publishing Co.","Artists' Books Collection; To be photographed"
2209,ZNZHIV6Q,book,"2020-02-26 00:59:56","2020-02-26 01:00:49","The architectural poetic of Clotilde Lauwerys",,"1996-00-00 1996","Repertory Livres Publishing House","[Philadelphia, Pennsylvania]",,,,,,,,,,https://catalog.lib.unc.edu/catalog/UNCb9588113,,English,,,"N7433.4.R665 A73 1996","Art Library",,,,,,,"Clotilde Lauwerys; Dan, 1940- Rose; Repertory Livres Publishing House","Artists' Books Collection; To be photographed"
