SSID,Filename,File Count,Creator[4599],Publisher[3099011],Title[4601],Image View Type[4603],Date[4604],Materials/Techniques[4608],Measurements[4609],Artstor Classification[4610],Work Type[4867],Repository[4612],Call Number[4613],Creation/Discovery Site[4615],Country[4619],Description[4620],Subject[4621],Relationships[4622],Source[4623],Photographer[4624],Image Date[4625],ID Number[4626],Rights[4627],ARTstor Id[4628],Resource Type[1040493],Media URL
638939,eternidad es el instante1.tif,3,"Ferrari, Leon | Delgado, Fernando Garcia | Goldstein, Monica | Marin, Matilde | Martinez, Norberto Jose | Paz, Hilda | Romero, Juan Carlos | Volco, Teresa ",,La eternidad es el instante,(Images of the enclosure & interior),2000,Binding method -- Loose-leaf in enclosure. | Printing / production method -- Mixed media. | Printing / production method -- Woodcut. | Printing / production method -- Digital print (unspecified),22 x 22 cm; [21] leaves in box.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.35.A7 E87 2000,Buenos Aires : La Marca Editora,,"La eternidad es el instante was published on the occasion of the Muestra de libros de artista at the 26th Feria Internacional del Libro de Buenos Aires. It is the second book of the Multiples collection published by la marca editora. The first is Maximas Minimas by Alfredo Benavidez Bedoya, and the next are Rompecabezas by Marcos Lopez, Flip by Santiago Melazzini, Naipes by Adolfo Nigro, and Grafismos by Leon Ferrari.    -- translated from the title sheet included in the box

This work collects two pieces from each artist on the theme of time and the perception of time in a variety of media on paper.  Included in the box as well are biographical notes for each participant and a description of the project, printed on individual vellum leaves.  

Text in Spanish. ",Artists -- Argentina. | Artists' books -- Argentina -- Buenos Aires. | Collages (visual works),http://search.lib.unc.edu/search?R=UNCb4679401,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/14/2008,eternidad_es_el_instante1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638939/representation-view
638921,Estaunhistorianegra_covers.tif,3,"Casado, Julieta | Massai, Francesca",,Es una historia negra,(Cover & interior images),[200-?],Binding method -- Accordion fold. | Printing / production method -- Unknown.,16 x 11 cm; 2 volumes.  ,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.C37 E7 2000z v.1-2,"[Buenos Aires, Argentina]: LUNÁtica Ed.",,"These two accordion-bound volumes unfold vertically. Each tells a darkly comic sexual episode with a combination of terse text and cartoonish line drawing.  
Text in Spanish.  ",Sex customs -- Personal narratives. | Artists' books -- Argentina. ,http://search.lib.unc.edu/search?R=UNCb6311113,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,04/29/2012,Esunahistorianegra1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638921/representation-view
638915,escape2.tif,3,"Rabinowitz, Cay Sophie",,Escape,"(Images of the enclosure, cover, & interior)",1994,Binding method: Accordion fold. | Printing/production method: Offset.,22 x 11 cm; 12 pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.R3 E83 1994,"[Atlanta, Ga.]: Nexus Press",,"""This study of the items selected for an escape is inspired, in part, by Hannah Höch's 1931 photomontage, entitled Flucht, 'Escape'."" --from the first panel of the text.

This work combines episodic narratives and reflections on the artist's personal and family history with color photomontages printed on transparent plastic sheets attached over the text.  The work is a single sheet, folded accordion-style and housed along with a needle, two pins and thread in an envelope which is printed to resemble wood grain.  ","Rabinowitz, Cay Sophie. | Holocaust, Jewish (1939-1945), in art. | Escape (Psychology) | Höch, Hannah, 1889-1978",http://search.lib.unc.edu/search?R=UNCb2776709,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/02/2008,escape1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638915/representation-view
638515,en el ultimo sendero1.tif,2,"Quincoses Clavelo, Liudmila |  Oliva, Carlos Miguel | Ramos, Enrique",,En el último sendero el iniciado piensa,(Cover & interior images),1996,Binding method: Paperback (stapled through side). | Printing/production method: Mixed media. | Printing/production method: Photocopy. | Printing/production method: Hand drawing or inking.,24 x 18 cm; 17 pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.Q85 E6 1996,"Matanzas, Cuba: Ediciones Vigía",,"""Consta de doscientos ejemplares numerados, firmados por su autora .... Para esta edición se utilizaron papeles craft, semicraft, bond, ecológico de la Papelera Cubana de Puentes Grandes, además de papel bond off set, donación de la Universidad de Lérida, España"" -- Colophon.
||
""Dibujos: Carlos Miguel Oliva. Diseño: Enrique Ramos"" -- Colophon.
||
""Premio nacional de poesía 'America Bobia'"" -- Front wrapper.
||
Mimeographed reproduction of hand-lettered poem and titles, illustrations, and typescript on individual leaves of a variety of brown, sand-colored, and white papers. Stapled and glued to endpapers and tied with cords to brown paper wrappers. Illustrations include mounted pink, yellow, and white decorated-paper cutouts. Collage on front wrapper includes a crescent-moon shaped mirror. Tied with purple and white cotton cord.
Part of a collection of handmade chapbooks, most with cords for hanging (literatura de cordel), published by Ediciones Vigía under the auspices of the Cuban Ministry of Culture.
||
Publication information from colophon.
||
Text in Spanish. ",Artists' books -- Cuba -- Matanzas. | Artists' books -- Cuba -- Matanzas -- 20th century. | Chapbooks -- Cuba -- Matanzas -- 20th century.  | Limitation statements (Publishing) -- Cuba -- Matanzas -- 20th century.  | Collage (technique).  | Cord (fiber product).  | Tissue paper.,http://search.lib.unc.edu/search?R=UNCb4449896,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/11/2008,en_el_ultimo_sendero1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638515/representation-view
638492,dutch details3.tif,2,"Ruscha, Edward (American painter, photographer, and printmaker, born 1937)",,Dutch details,(Interior images),1971,Binding method: Paperback (adhesive-bound). | Printing / production method: Offset.,12 x 39 cm; 10 folded leaves of plates.  ,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.R78 A4 1971,[s.l.] : Octopus Foundation ,,"Black-and-white photographs in an exaggeratedly elongated horizontal format; this work is composed of sequenced images of architecture and landscapes in which each addition brings the viewer closer to a point within the scene.  
||
""The photographs were taken only at bridge-locations and the bridges themselves used as a walkway by the artist to take the pictures with a hand-held camera.""  | --from the front matter 
||
This work was commissioned for Sonsbeek ‘71, an international arts exhibition at the Groninger Museum, as a project to be made and exhibited on-site.  As his plane approached The Netherlands, the pilot announced that the weather was bad, and he would have more details soon.  Ruscha thought, “Dutch details,” and that was the inception of his documentation of intimate city views of Dutch architecture during his stay. | --content from the Graphic Arts blog of Princeton University (http://blogs.princeton.edu/graphicarts/2008/03/marquand_library_acquires_rare.html, accessed 7/10/2014)","Architectural photography -- Pictorial works. | Architecture -- Netherlands. | Photographic sequence. | Visual narrative. | Conceptual bookworks. | Photography, Artistic.",http://search.lib.unc.edu/search?R=UNCb1508582,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/03/2008,dutch_details1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638492/representation-view
638489,dustbook_cover.tif,2,"Diépois, Aline | Gizolme, Thomas",,Dust book ,(Cover & interior images),2009, Binding method: Hardcover (machine-sewn). | Printing/production method: Unknown. ,25 x  20 cm; 1 volume (unpaged),Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.D54 D8 2009,Göttingen: Steidl,,"Text by Thomas Gizolme, images and book design by Aline Diepois and Thomas Gizolme.  
||
This book documents a road trip through the American Southwest by two designer/photographers who live and work in Paris.  Stops along the way included: Marfa, Texas, and Tucson and Wilson, Arizona.  Scanned color photographs show desert landscapes, scenes of small towns and motels, and portraits of the artists.  ","Artistic collaboration. | Deserts -- Southwest, New -- Pictorial works. | Deserts -- Southwest, Old -- Pictorial works. | Dust -- Southwest, New -- Pictorial works. | Dust -- Southwest, Old -- Pictorial works. | Southwest, New -- Pictorial works. | Southwest, Old -- Pictorial works.",http://search.lib.unc.edu/search?R=UNCb6226825,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,01/27/2012,dustbook1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638489/representation-view
638488,duration piece #8-1.tif,2,"Huebler, Douglas (American painter, sculptor, and photographer, 1924-1997)",,"Duration piece # 8: global, (parts I-II)",(Cover & interior images),1970-1973,Binding method: Single-fold pamphlet. | Printing/production method: Offset.,41 x 30 cm; 50 pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4 .H83 1973,New York: Castelli Gallery,,"Part I of this work outlines Huebler's original idea: to create an artwork using proceeds from the sale of 50 signed original copies of his project proposal.  
||
Part II of the work describes his next steps: ""After a period of months had passed no collector had purchased PART I of this work so it was re-designed in the following way: fifty people, not necessarily artists, were asked to accept the statement that constituted PART I in exchange for 'something of yours that you value as being worth $150.' As no 'net proceeds' resulted from the exchanges the 'final destiny' of the piece takes the form of the publication 'of all documents that accumulate as a result of its completion.' An edition of 2,000 newspaper type publications has been printed in order to bring the information concerning this work to a more general and larger audience at a very low cost..."" 
||
Part II presents reproductions of the 50 items he received through the exchange.  ",Art -- Economic aspects. | Conceptual bookworks.,http://search.lib.unc.edu/search?R=UNCb1365378,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/10/2008,duration_piece#8-1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638488/representation-view
638397,double caution totem1.tif,2,"Koch, Lewis (American photographer and photographic educator, born 1949)",,Double caution totem: book one,(Cover & interior images),1993,Binding method: Accordion fold. | Printing/production method: Offset.,16 x 21 cm (closed); 14 pp.  ,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.K55 T6 1994 book 1,"Atlanta, GA: Nexus Press",,"""Totems, in any of the myriad cultures which have fashioned them, are the touchstones of one's connection to the inexplicable forces beyond the individual and family.  Totems have traditionally honored this relationship with symbolic elements drawn from immediate reality.  The photographic assemblage presented here reconfigures the idea of totems in a contemporary context.
||
""This book is one of a series of three.  It is a restatement of a wall mounted photographic work, selected from an ongoing project of large-scale assemblages the artist has been making since 1986."" -- from inside panel.  ","Totems -- Specimens. | Photographic bookworks. | Photography, Artistic.",http://search.lib.unc.edu/search?R=UNCb2711592,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/26/2008,double_caution_totem1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638397/representation-view
638394,a discourse1.tif,2,"Cumming, Robert (American photographer, born 1943)",,A discourse on domestic disorder ,(Cover & interior images),1975,Binding method: Single-fold pamphlet. | Printing/production method: Offset.,21 x 26 cm; 21 pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4 .C95 1975,"Orange, CA: R. Cumming",,"This work consists of a stream-of-consciousness narrative by the artist accompanied by black-and-white photographs, some of which are of art works or installations relevant to the story. Presumably the works pictured are by the book's creator, although no attribution is given. ",Memory in art.  ,http://search.lib.unc.edu/search?R=UNCb1356574,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/21/2008,a_discourse1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/638394/representation-view
634134,dinosaurs1redo.tif,2,"Bar Lev, Jenifer",,Dinosaurs ,(Cover & interior images),1993,Binding method: Single-fold pamphlet. | Printing/production method: Offset.,"22 x 22 cm; 1 volume, unpaged.",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.B345 D54 1993,Tel Aviv: LAKOL Publications,,"This work has a line of stenciled text on each page, opposite a graphic symbol on the facing page.  The text describes the experience of encountering a dinosaur and how to capture it.    ",Artists' books -- Tel Aviv (Israel).  ,http://search.lib.unc.edu/search?R=UNCb3252740,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/16/2008,dinosaurs1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/634134/representation-view
634128,different notions of cleanliness2.tif,2,"Tacha, Athena (American sculptor, art historian, born 1936)",,Different notions of cleanliness,(Cover & interior images),1972,Binding method: Folded single sheet. | Printing/production method: Offset.,14 x 8 cm; 1 sheet folded into 5 leaves.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4 .S65 1972,"Oberlin, Ohio: [s.n.]",,"In this pamphlet, the artist details attitudes, held by herself, her partner, and their friends, about what constitutes cleanliness of one's body and one's surroundings.",Hygiene -- Social aspects. | Conceptual bookworks.,http://search.lib.unc.edu/search?R=UNCb1668034,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/04/2008,different_notions_of_cleanliness1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/634128/representation-view
634025,dibujo1.tif,2,"Mejía B., Juan Ricardo (Colombian architect, contemporary)",,Dibujo,(Cover & interior images),2008,Binding method: Single-fold pamphlet. | Printing/production method: Unknown.,"15 x 22 cm; 1 volume, unpaged.  ",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M45 D53 2008,[Colombia]: La Silueta Ediciones,,"In this work, each page has a written description of work done by Juan Mejía's art students in various universities in experimental drawing workshops.  Text in Spanish.  ",Conceptual bookworks. | Artists' books -- Colombia.,http://search.lib.unc.edu/search?R=UNCb5893222,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,01/05/2010,dibujo1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/634025/representation-view
633891,detective1.tif,2,"Harvey, Michael",,Detective,(Cover & interior images),1972,Binding method: Single-fold pamphlet. | Printing/production method: Photocopy.,16 x 12 cm; 32 pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4 .H37 1972,[s.l.]: M. Harvey,,"""Detective was made for Documenta 5, in 1972.  Detective was also the first exhibit at Printed Matter when it opened the original store on Lispenard St. in New York in 1977.  Characterized by the artist as 'pursuing stray thoughts, as whims become obsessions,' the book plays a repeating grid of numbers off of excerpted texts from Karl Marx, Dashiel Hammett, Claude Levi-Strauss, Samuel Beckett and many others.""  
||
-- from Printed Matter's website (http://printedmatter.org/catalogue/moreinfo.cfm?title_id=77847, accessed 05/13/2013)","Knowledge, Theory of -- Quotations, maxims, etc.  ",http://search.lib.unc.edu/search?R=UNCb1555540,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/23/2008,detective1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/633891/representation-view
633794,"detalles, citas y tal1.tif",2,"Belmont, Cécile; 	Masvernat, Julia",,"Detalles, citas y tal ",(Cover & interior images),2001,Binding method: Single-fold pamphlet. | Printing/production method: Offset.,"16 x 15 cm; 1 volume, unpaged.",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.B443 D49 2001,Buenos Aires: Terraza libros,,"In this book, the authors collect and present bits of dialogue, life stories, stories of physical and temporal distance, 
and family stories.  In text, diagrams, maps and drawings, the work asks questions about memory: how we accumulate, preserve, select, recall, revisit, and lose memories, and what these activities mean for the identity of individuals and cultures.  Text in Spanish.  ",Memory -- Political aspects -- Argentina. | Human geography -- Argentina -- Philosophy. | Artists' books -- Argentina.,http://search.lib.unc.edu/search?R=UNCb4679628,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/11/2008,detalles_citas_y_tal1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/633794/representation-view
633729,details from the excavation1.tif,2,"Nonas, Richard (American sculptor and photographer, born 1936)",,Details from the excavation of Wooster Street ,(Interior images),1972,Binding method: Single-fold pamphlet. | Printing/production method: Offset.,37 x 50 cm; 1 portfolio (6 folded sheets). ,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4 .N66 1972,[s.l.]: Buffalo Press,,24 unbound pages of black-and-white portrait photos. Each page features a grouping of portraits (from 1-8 photos per page) and a handwritten caption describing the number of people and places represented in the photos.,"Portrait photography. | Photography, Artistic.",http://search.lib.unc.edu/search?R=UNCb1489528,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/10/2008,details_from_the_excavation1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/633729/representation-view
633691,delirios liricos1.tif,2,"Mattoso, Glauco; Alves, Franklin; Cámara, Mario; Di Leone, Luciana; Nápoli, Cristian de; Perlongher, Néstor",,Delirios líricos,(Cover & interior images),2006,Binding method: Single-fold pamphlet. | Printing/production method: Photocopy.,22 x 15 cm; 31 pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M385 J6718 2006,Buenos Aires: Eloísa Cartonera,,"""This book is a collection of poems, with Spanish translations of Portuguese on facing pages.  The work was published by Eloisa Cartonera, a work cooperative/publishing house in Buenos Aires, which publishes works of Latin American literature with hand-made covers of painted cardboard purchased from the urban pickers ""cartoneros"" who pick it from the streets.""  
--from the publisher's website (http://www.eloisacartonera.com.ar/ENGversion.html, accessed 04/23/2013)
||
Poems by  Glauco Mattoso.  Translations by Mario Cámara,  Luciana Di Leone, and Cristian de Nápoli.  Prefaces by Franklin Alves and Néstor Perlongher.  ",Small presses -- Argentina -- Specimens. | Corrugated board bindings (Binding). | Artists' books -- Argentina. | Publishers' advertisements -- Argentina -- Buenos Aires -- 21st century.,http://search.lib.unc.edu/search?R=UNCb4850467,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/14/2008,delirios_liricos1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/633691/representation-view
633226,el cuello de tres picos1.tif,2,"Lenardón, Gloria; Lenardón, Silvia",,"El cuello de tres picos, dos patos y pico; La mesa está servida: ¿nos sentamos a la mesa?; El desnudo entre tanto se mantiene; Las visiones del hornero el cielo, alas ",(Cover & interior images),2005,Binding method: Folded single sheet. | Printing/production method: Unknown.,10 x 7 cm; 4 booklets. ,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.L435 C83 2005,[Argentina]: Ediciones el Pinguinazo,,"Each book formed from a 20 x 15 cm sheet folded twice to form a booklet with 4 pages of text with drawings. Text, in Spanish, by Gloria Lenardon.  Drawings by Silvia Lenardon.  
||
The library’s copy of El cuello de tres picos is number 7 of an edition of 100; La mesa está servida: ¿nos sentamos a la mesa? is number 6 of an edition of 100; El desnudo entre tanto se mantiene is number 90 of an edition of 100; and of Las visiones del hornero el cielo, alas is number 52 of an edition of 100.  
||
Titles from first page of each booklet.",Artists' books -- Argentina.,http://search.lib.unc.edu/search?R=UNCb5185065,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/14/2008,el_cuello_de_tres_picos1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/633226/representation-view
633128,crackers1.tif,2,"Ruscha, Edward (American painter, photographer, and printmaker, born 1937); Williams, Mason, 1938-",,Crackers,(Interior images),1969,Binding method: Paperback (adhesive-bound).  Printing/production method: Offset.,"23 x 15 cm; 1 volume, unpaged. ",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.R78 A4 1969,"[Hollywood, Calif., Heavy Industries]",,"""Crackers is a photo-novel based on Mason Williams’ short story “How to Derive the Maximum Enjoyment from Crackers.” The book features over a hundred black and white photographs, each of which occupy their own individual page and sequentially illustrate Williams’ uncanny narrative.  The short story itself is included on the inside back cover of Crackers, a decision that some critics have disagreed with in relation to the detailed photographic account.""  (This copy does not have the short story printed inside this work.) 
||
-- from an essay by Alison Karasyk from website: The Five Colleges of Ohio Digital Exhibitions (http://ohio5.info/omeka/exhibits/show/artists_books/conceptual/ruscha, accessed 05/02/2013) 
||

""Photographed as though it were a collection of film stills, it served as the basis for Ruscha’s 1971 film “Premium”. Without words, the black & white photographs feature a man making preparations in a cheap hotel room before picking up his date for the evening...he and the woman end up at the hotel. The man then manages to coax the confused woman into lying in the hotel bed covered in lettuce, tomatoes, cucumbers, and olives, and proceeds to pour a large bucket of salad dressing over her body. The man finds he has forgotten crackers to top his “salad” and leaves the woman in the bed while he goes to the store and purchases a box. The final scene shows the man having checked himself in to a much ritzier hotel room, lying alone in a much nicer bed, smiling and eating his crackers.""
||
--from the blog of the Smithsonian Libraries (http://blog.library.si.edu/2012/07/ruschas-artists-books/#.UYLtl8rDl3t, accessed 05/02/2013)","Wit and humor -- Pictorial works. | Photography, Artistic. | Photographic sequence. | Visual narrative.",http://search.lib.unc.edu/search?R=UNCb1158412,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/03/2008,crackers1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/633128/representation-view
632968,continuous project altered1.tif,2,"Morris, Robert (American sculptor and painter, born 1931)",,"Continuous project altered daily: earth, water, grease, plastic, felt, wood, thread, light, photographs, sound",(Cover & interior images),1969,Binding method: Accordion fold. | Printing/production method: Offset.,11 x 31 cm; 1 folder [16] pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.M69 C63 1969,[s.l.: s.n.],,"""This accordion fold book is made without covers and opens vertically.  Only one side of the accordion is used, and pages are an elongated landscape format (horizontal). The contents are sepia-toned photographs of a studio space in which a large project changes from scene to scene.  Each page is labeled stage 1, stage 2 etc...""  -- from the website of the University of Oregon Digital Collections (http://oregondigital.org/cdm4/item_viewer.php?CISOROOT=/bookarts&CISOPTR=476&CISOBOX=1&REC=6, accessed 05/02/2013)
||
""Compellingly straightforward photo-documentation of twelve stages of Morris’ studio work with particular materials: “earth, water, grease, plastic, felt, wood, thread, light, photographs, sound.”  Includes close-up details of Stages 2, 6, 8 and 11.""  -- from Printed Matter's website (http://printedmatter.org/catalogue/moreinfo.cfm?title_id=1306,  accessed 05/02/2013)",Installations (Art) -- Catalogs.  ,http://search.lib.unc.edu/search?R=UNCb1509160,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,05/29/2008,continuous_project_altered1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/632968/representation-view
632404,commodity character1.tif,2,"Rutkovsky, Paul (American photographer, active late 20th century)",,Commodity character ,(Interior images),1982,Binding method: Unknown. | Printing/production method: Offset.,20 x 23 cm; [71] pp.,Prints,Artist's book,Joseph C. Sloane Art Library,N7433.4.R87 A4 1982,"Rochester, NY: Visual Studies Workshop Press",,"""Commodity Character is a witty and sad description of how economics effects individuals.  Rutkovsky's cast of characters include an unemployed waitress in England, a Hawaiian resident who leaves his job picking pineapples for The Big Apple, a retired couple, a family supported by a factory worker's union, and a young woman living in a community built around the local nuclear power plant.  Each episode in the book consists of a photograph with an often humorous caption.  These episodes are further described through an icon system of smiling, frowning, and ambivalent mouths.  The mouth icons relate to how much money and how much time the characters have in the episode.  This book is a great example of the early effects of transnational market systems and the blurring boundaries of national economies.  Rutkovsky's project is to show globalization's affect on individuals in a uniquely funny manner of social documentary."" 
||
-- T. Shaw, quoted from Artists Books Online (http://www.artistsbooksonline.org/works/cmcr.xml, accessed 04/30/2013)","Globalization -- Economic aspects. | Capitalism -- Social aspects. | Photography, Artistic.",http://search.lib.unc.edu/search?R=UNCb1992630,University of North Carolina - Chapel Hill,Joseph C. Sloane Art Library,06/03/2008,commodity_character1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/632404/representation-view
632197,colorin buc1redo.tif,3,La Comuna del Lápiz Japonés,,Colorin buc,(Cover & interior images),1999,Binding method: Single-fold pamphlet | Printing/production method: Photocopy.,"11 x 9 cm; 11 volumes, 16 pp. each",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.35.A7 C64 1999,Buenos Aires: Argentina,,"A gathering of miniature zines by members of the Argentinian group La Comuna del Lápiz Japonés. At least 46 titles appeared in the Colorin Buc series, possibly more, and each appears to have been printed in a first edition of 150 copies each. The library has title numbers 16, 29, 31, 32, 33, 34, 38, 39, 41, 42, & 45. ","Comic books, strips, etc. -- Argentina. | Miniature books -- Specimens. | Zines. | Zines -- Argentina.",http://search.lib.unc.edu/search?R=UNCb4680503,University of North Carolina - Chapel Hill ,Joseph C. Sloane Art Library,5/13/2008,colorin buc1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/632197/representation-view
632191,coleccion golosina 1-3 1.tif,2,Piña Estudio,,Colección Golosina,(Cover & interior images),2004-,Binding method: Paperback (machine-sewn) | Printing/production method: Offset,"60 x 60 mm; 3 volumes, 42 pp. each",Prints,Artist's book,Joseph C. Sloane Art Library,N7433.35.A7 C64 2004 no.1-3,Buenos Aires: Piña Estudio,,"Golosina books are released in packets of 3 volumes at a time. Volumes are packaged and wrapped in foil to resemble packets of candy (""golosina"") or chewing gum. Each volume is a miniature book by a different artist, featuring colorful visual narrative.

""Son libros-objeto de pequeño formato con contenidos de arte y diseño. Realizados por artistas, quienes desarrollan un relato visual a través de las páginas, dándole sabor a la colección"" -- Container.",Miniature books -- Specimens. | Visual narrative.,http://search.lib.unc.edu/search?R=UNCb4680445,University of North Carolina - Chapel Hill ,Joseph C. Sloane Art Library,7/30/2012,coleccion golosina 1-3 1,"This image is for educational and research use only, not available for publication. If you are the creator of the work pictured or its rights holder and have any concerns, please contact the Sloane Art Library. Email: artlibraryinfo at unc dot edu. Phone: 919-962-2397.",,Digital Images,https://forum.jstor.org/assets/632191/representation-view
