itemKey,title,ISBN,extra,date,creators
YKGTUEYM,"Die Reise nach Amsterdam",,"1 v. : some col. ill.; 39 cm.","1977-00-00 1977","Brecht, George; Kayser, Alex; Molzer, Milan; Thomkins, Andre"
78ZAIN9B,"Die Leute sind ganz prima in Foggia",,"Additional WorldCat records available","1973-00-00 1973","Beuys, Joseph"
4X7R44WX,"Die Kunst des schönen Schreibens",,,"1980-00-00 1980","Ulrichs, Timm"
33A474FS,"Die Bücher: [Zeichnungen].",,"Additional WorldCat records available","1975-00-00 1975","Raetz, Markus"
3J6JT8P8,"Dido and Aeneas: an opera perform'd at Mr. Josias Priest's boarding-school at Chelsey by young gentlewomen",,"Additional WorldCat entry: https://www.worldcat.org/title/dido-and-aeneas/oclc/20410396","1989-00-00 1989","Van Vliet, Claire; MacGregor, Katie; Purcell, Henry; Tate, Nahum; Alpert, Michael; Vinzani, Bernie; Wray, Linda; Conant, Judi; Virgil; MacGregor & Vinzani (Firm)"
7IW4YRRF,"Diderot project",,"Additional WorldCat records available
""This edition was completed during the January thaw of 2015 in our print shop in the Pierce Arrow Building, St. Louis, and is the work of Ken Botnick, editor, author, designer, printer and publisher. Over 220 press runs ... are from the original Encyclopedia of Diderot, photographed by KB in Olin Library Special Collections at Washington University ... Papers used are HahnemÃ¼hle Bugra, black; Moriki, black and gray; Okawara, natural; Zerkall Book; and UV Ultra Clearfold ... The edition is bound by Daniel Kelm at the Wide Awake Garage, Easthampton, Massachusetts ... All texts from the Encyclopedia are set in Walbaum Book ... Selections from contemporary writers are set in various weights and styles of Trade Gothic ... Of 70 copies, this is number ... ""–Colophon.; Signed by the author; AZU copy: no. 47 of 70.; Includes bibliographical references.; A visual and textual meditation on concepts encountered in the EncyclopÃ©die of Diderot. These concepts include the hand and craft, tools and machines, labor and leisure, memory, sensation, and perception.","2015-00-00 2015","Botnick, Ken"
4BV4ZVC4,"Dictionary: illustrated ...",,,"1996-00-00 1996","Waanders, Hans"
NR2R4TU2,Dictee,"978-0-934378-09-3 978-0-934378-10-9",,"1982-00-00 1982","Cha, Theresa Hak Kyung"
8QAGH6SQ,"Diary: how to improve the world (you will only make matters worse) : continued, part three, 1967",,"Additional WorldCat records available","1967-00-00 1967","Cage, John; Something Else Press"
FVWFHLNT,"Diary of images : it's still time to mourn",898221005,,"1992-00-00 1992","Carvalho, Josely"
5TICS42J,"Diary of an exhibition","0-89822-032-7 978-0-89822-032-2",,"1983-00-00 1983","Everyartist; Cohen, Tina; Prochownik, Diane C"
IGWTVKYT,"Diary of a steak",978-1-870699-29-7,,"1997-00-00 1997","Levy, Deborah"
488JMCCJ,"Diary NYC : February 15 until March 4, 1974",,,"1974-00-00 1974","Darboven, Hanne"
PXYXSERY,"Diary extracts, 1968-1976",978-0-9504911-1-0,"OCLC: 3630701
Additional WorldCat records available","1977-00-00 1977","Breakwell, Ian"
4AAGQBHE,"Diario. No. 1 Año 1 No. 1 Año 1",,,"1972-00-00 1972","Dermisache, Mirtha; Centro de Arte y Comunicación (Buenos Aires, Argentina)"
LB2YH7HG,"Diagrams: a collection of diagrams from many sources",,,"1977-00-00 1977","Holzer, Jenny"
SP4I44QF,Devil,,"Additional WorldCat records available","1978-00-00 1978","Byars, James Lee"
UL4MKCS8,Developing,,,"1972-00-00 1972","Lyons, Joan; Desvergnes, Alain"
JYTASFJI,"Deux livres blancs",,,"1981-00-00 1981","Garanjoud, Claude"
IHA96SJC,"Deus ex machina","1-893125-56-4 978-1-893125-56-8",,"2006-00-00 2006","Jann, Angela; Panzeri, Emily"
U3F38GW8,"Détour de chant",978-2-9504678-0-5,,"1993-00-00 1993","Farrell, Seamus; Mairie"
KDULKFAS,Detour,"3-906135-20-9 978-3-906135-20-5 3-88375-097-2 978-3-88375-097-2","Additional WorldCat records available","1989-00-00 1989","Voss, Jan"
J2QKVNZI,"A sailor's calendar; a miscellany,",0-87110-075-4,,"1971-00-00 1971","Finlay, Ian; Huntly, Gordon"
T9W3AQRC,"A resurrection of the exquisite corpse",,,"1978-00-00 1978","Faller, Marion"
WUACA34S,"A rearranged affair","978-1-888636-09-3 978-1-888636-07-9",,"1996-00-00 1996","Anita M-28"
98RJ39RY,"With a touch of pink = [Mit einem Hauch von Rosa",,"OCLC: 222483615","1978-00-00 1978","Weiner, Lawrence"
P62GZLSU,"With] in-place",978-0-9547889-2-6,"OCLC: 236119763","2008-00-00 2008","Downsbrough, Peter"
X9LEUENB,"Within (time)",978-90-72191-95-3,"OCLC: 51023370 ; Additional WorldCat records available","1999-00-00 1999","Downsbrough, Peter"
TC2MJREU,"Within the context: modernism and critical practice",,,"1977-00-00 1977","Kosuth, Joseph"
2YA3G5YL,"Witness: more diary extracts, 1976-1982","0-904246-03-5 978-0-904246-03-2","Additional WorldCat records available","1982-00-00 1982","Breakwell, Ian"
INFPJFHB,"Wittgenstein's gallery",,"OCLC: 879303475","2010-00-00 2010","Drucker, Johanna"
M77M4A66,Wolves,,,"1973-00-00 1973","Albert, Paul"
JQQMEHLQ,"Woman 1 : madonna and child, 1506-1967",,,"1984-00-00 1984","Fraser, Andrea"
SM5CHLJQ,"Woman concerned in art, having a flat, a child, had made this book of newspaper's ads",,,"2004-00-00 2004","National Museum of Women in the Arts (U.S.); Khlebnikova, Vera Vladimirovna; Hand Print Workshop International"
J2ISTTRH,"Women and Cars",,,"1983-00-00 1983","King, Susan Elizabeth"
58Z6JJFW,"Wonder Production, Volume I",,,"1971-00-00 1971","Lanyon, Ellen"
SCL9IX7N,"Wonder woman: a poem",,,"1974-00-00 1974","Lyons, Joan; McGrath, Juliet"
9EVK8Q5N,"Woodblock prints",,"OCLC: 33122280","1994-00-00 1994","Allan, Mary; Shinohara, Keiichi; Young, Gary"
QTGBP9KC,"Wooden sticks",978-90-75380-09-5,,"1997-00-00 1997","Dröge Wendel, Yvonne; Bangma, Anke"
NIYKC2LB,"Woods and seas",,,"1980-00-00 1980","Finlay, Ian Hamilton"
XDL8DE2V,"Word rain; or, A discursive introduction to the intimate philosophical investigations of G,r,e,t,a, G,a,r,b,o, it says.",,,"1969-00-00 1969","Gins, Madeline"
JNEF9GUH,Words,,"OCLC: 312262925 ; Other records available","1993-00-00 1993","Downsbrough, Peter"
YPN785YF,"Words and pictures",,,"1975-00-00 1975","Swartz, Joel"
Z5SXUZIB,"Words. Vol. 2",978-2-910423-08-7,"OCLC: 468865983 ; Additional Worldcat records available","1995-00-00 1995","Downsbrough, Peter"
EL8CDJXQ,"Work and commentary.","0-901539-27-9 978-0-901539-27-4","Additional Worldcat records available","1973-00-00 1973","Burgin, Victor"
4PS6WNMA,"Work from common knowledge",978-0-901380-51-7,,"1985-00-00 1985","Press Collection (Library of Congress); Coleman, John; Banks, Glyn; Vowles, Hannah"
LNXQNXE7,Workscoreport,"0-85998-017-0 978-0-85998-017-3","Additional Worldcat records available","1975-00-00 1975","W.O.R.K.S; Robertson, Clive; Woodrow, Paul"
48IGG96Q,"World peace",,,"2000-00-00 2000","Hutchins, Edward H."
298HB3LT,"Your Book",,,"1973-00-00 1973","Swartz, Joel"
9LMLSAT8,"You Live In A ...",,,"1991-00-00 1991","Pruden, David"
M9RHX8LA,"Wrap Around",,,,"Bell, Lillian A."
XTEKTU47,Wotan,,,"1984-00-00 1984","Siberell, Anne Hicks"
2IMVSPM9,"Worse Verse",,,"1983-00-00 1983","Freeman, Jane"
42VJBSU6,"World without end",,,"1999-00-00 1999","Chen, Julie"
IV93SB3W,Worldview,978-1-870699-37-2,,"1999-00-00 1999","Kay, Emma"
AJ7728Z8,Worm,978-1-898647-00-3,,"1993-00-00 1993","Donaldson, Peter"
IJF3W9Y7,"Wrongly bodied two",978-1-893125-38-4,,"2004-00-00 2004","Women's Studio Workshop; Sligh, Clarissa T"
KP3AM8QZ,X,,,"2003-00-00 2003","Holleley, Douglas"
LW4MLJLZ,"X-ray song, 1991",,,"1991-00-00 1991","Bichard, John Paul"
T2F465FW,X-Tatwan,,"OCLC: 926317209","1970-00-00 1970","Brouwn, Stanley"
3SR4L26K,"Xerox book # 1",,"OCLC: 221506020","1968-00-00 1968","Burn, Ian"
KURWZ9G8,Yarn,"0-89822-073-4 978-0-89822-073-5",,"1992-00-00 1992","Visual Studies Workshop; Katz, Babette"
ZHS9XPTA,"Yarrow cooks",978-0-9519546-0-7,,"1992-00-00 1992","Stokes, Telfer; Douglas, Helen"
62VBARBS,YOU,,,"1982-00-00 1982","Noel, Ann"
KJUK2Z7F,"You are here",,,"1992-00-00 1992","Chen, Julie"
BE3AVZWS,"You can't read this",,,"1998-00-00 1998","George, Chris"
TU7A3EJR,"You Can't Read This (In Color)",,,"1998-00-00 1998","George, Chris"
H6T9P6DT,"You don't greet me at the door anymore",,"Additional Worldcat records available","1983-00-00 1983","Christmastree, Lori"
T48YRXKA,"You Have to Break the Glass to Get Out",,,"1984-00-00 1984","Christmastree, Lori"
Y9UWA2F5,"You know it has to be a hairpiece",,,"1977-00-00 1977","Hompson, Davi Det"
72IPTMWG,"You what?: a performance",,,"1979-00-00 1979","Applebroog, Ida"
WLFKP88V,"(You) read this book : being an anthology of phenomenological artworks",,"OCLC: 222386529","1974-00-00 1974","Hugunin, James Richard"
XL5ECVPF,"Young masters and misses","0870706748 (pbk.)","Additional records in WorldCat available","1984-00-00 1984","Stokes, Telfer"
G387RVZH,"Your co-worker could be a space alien",,,"1985-00-00 1985","Kellner, Tana; Kalmbach, Ann E"
UCSEWQP5,"Your Very Own Personal Escape Route",,,"2006-00-00 2006","Scary, Rocco"
K8G47CHZ,"Yves Klein présente: le dimanche, 27 novembre 1960 : numéro unique : Festival d'art d'avant-garde, novembre-décembre 1960",,"OCLC: 70140216","1960-00-00 1960","Klein, Yves"
SXJYFE8Q,"Zeichnungen 2. 2.","3-88537-107-3 978-3-88537-107-6",,"1988-00-00 1988","Rosz, Martin"
EESMFJ5K,Zeit,978-3-929078-57-2,"Additional WorldCat records 
available","1996-00-00 1996","Boltanski, Christian"
LFKY7HZG,Zeitgeist,,,"1996-00-00 1996","Kruck, Martin"
G33UR7KI,"Zodiaque de nuages",,,"1984-00-00 1984","Butor, Michel; Baltazar, Julius"
LX5DRFSL,"Zugerstrasse / Baarerstrasse: J.F. Schnyder 1999-2000",978-3-905509-39-7,"Additional WorldCat records available","2001-00-00 2001","Schnyder, Jean-Frédéric; Graphische Sammlung der ETH Zürich"
XYEPLXUV,"A Printer's exquisite corpse.",,"OCLC: 54224283","1992-00-00 1992","Hermetic Press; King, Susan Elizabeth; Janus Press; Faust, Dikko; Lingen, Rez'; Gallo, Philip; Davids, Betsy; Kuehn, Katherine; Golden, Alisa J; BookLab (Firm); Herfort, Caryl; Barrie, Pamela; Bennett, John; Escalante, Jim; Grant, Susan K; Henry, Barbara; Hepler, Anna; Honn, Tracy; Hoyt, Shelley; Johnston, Alastair; Lang, Tom; Lee, Jim; Licher, Bruce; McGrath, Jeanette; Silver Buckle Press; Art Motel Press; Blue Moon Press; Bowne & Co; Stationers (New York, N.Y. : 1975- ); Gardyloo Press; Black Rose Press (Madison, Wis.); Cabbagehead Press; Emanon Press; Iguana Press; Hatch Show Print; Hosanna Press; Independent Project Press; Lychnobite Press"
F3KU7F6S,"A portfolio of piles.",,,"1968-00-00 1968","Baxter&, Iain"
VSKGYXPJ,"A Portfolio of Offset Lithographs",,,"1980-00-00 1980","Wood, John"
UHHU5ENB,"A place: New York",,"OCLC: 4281243","1977-00-00 1977","Downsbrough, Peter"
3K9E2ZMA,"A place: Düsseldorf",,"OCLC: 4281278","1977-00-00 1977","Downsbrough, Peter"
7BXFIRXE,"A place of uncertain refuge",,,"1987-00-00 1987","Mudd, Edna Beatrice; Chen, Julie"
G3BP4IPF,"A place -",,"OCLC: 4281579 Additional WorldCat records available","1977-00-00 1977","Downsbrough, Peter"
FREZWLYH,"A Picture History of England, Mainly in Black and White",,,"0000-00-00 c2001","Ferry, David"
P27S6XHJ,"A perfect day",,,"2007-00-00 2007","Jull, Paula"
K4HL7A2Z,"A passage",,"Additional WorldCat records available","1994-00-00 1994","Spector, Buzz"
IU8B4XC2,"A nuclear atlas",,"Additional WorldCat records available","1982-00-00 1982","Gilbert, Sharon"
LNK3DYPJ,"A monograph on Daniel Buren",978-91-85752-48-5,"OCLC: 257407706","1984-00-00 1984","Eriksson, Leif"
ABEUUSA3,"A monograph on Cavellini, 1914-2014",978-91-85752-49-2,,"1984-00-00 1984","Eriksson, Leif"
3VIWIHZZ,"A merz sonata",,,"1985-00-00 1985","Artists' Books Collection (Library of Congress); Rothenberg, Jerome; Weier, Debra"
VFS2AA79,"A lunar list",,"Additional WorldCat records available","1998-00-00 1998","Culmone, Nancy"
ZZYRDYHZ,"A look into the blue tide: part 2",,"Additional WorldCat records available","1967-00-00 1967","Roth, Dieter"
X57GE3A5,"A little flora of common plants",,"Additional WorldCat records available","2002-00-00 2002","Joseph, Jane; Gooding, Mel"
XVCHQC2W,"A little book of garden birds",,"Additional WorldCat records available","2003-00-00 2003","Dilnot, John"
B8IGHQEX,"A little book of Ben = Ein kleines Buch von Ben.",,"OCLC: 83443523 Additional WorldCat records available","1970-00-00 1970","Vautier, Ben"
HWYII88K,"A literary bestiary",,,"1996-00-00 1996","Kelly, Jerry; Frasconi, Antonio"
HVH44VHP,"A letter and some photographs",,,,"Ferris, Suzanne"
KANEV9E3,"A letter for Queen Victoria: an opera in four acts",,,"1974-00-00 1974","Lloyd, Alan; Wilson, Robert"
LSQPJHQA,"A landscape of Edna St Vincent Millay sonnets",,,"1991-00-00 1991","Millay, Edna St. Vincent; Hughes, Susan Kiefer"
586XPMRN,"A la memoire de Romulus nouvelle",,"OCLC: 935162146","1974-00-00 1974","Poirier, Anne; Poirier, Patrick"
NYXXDQXK,"A knife romance",,"ID: VCU_ALMA21391587870001101","1988-00-00 1988","Campbell, Ken"
JELIGG8Y,"A is for applebiting alligators: an alphabet book",,"Additional WorldCat records available","1974-00-00 1974","Nettles, Bea"
2YNIX7GG,"A is for book: a colouring in book",978-1-903781-03-6,,"2001-00-00 2001","Smith, Bob and Roberta"
UIH9RJMX,"A is for alligator",,,"2006-00-00 2006","Nelson, Kelly; Frazier, Chapman Hood"
3AD8WAC7,"50 true love stories",,"Additional WorldCat records available","1982-00-00 1982","Edwardes, Kit"
IRAM95ZX,"73 kashchi ot Sinemorets = 73 Häuser von Sinemoretz",978-3-200-00230-2,,"2004-00-00 2004","Hruza, Dominik"
GP5U4UE8,"A hollow cube",,,"1979-00-00 1979","Bure, Soh"
VX2ZKSDD,"A hundred times Nguyen",,"Additional WorldCat entries: https://www.worldcat.org/title/hundra-ganger-nguyen-a-hundred-times-nguyen/oclc/938813925 ; https://www.worldcat.org/title/a-hundred-times-nguyen-exposition-alfredo-jaar-fotografiska-museet-stockholm-suede-29-janvier-27-mars-1994-livre-dartiste/oclc/469484052","1994-00-00 1994","Jaar, Alfredo; Fotografiska museet"
W2LUMVJW,"A hundred stones: one mile between first and last : Cornwall, England, 1977 : Kunsthalle, Berne, July/August, 1977",,"Additional WorldCat records available","1977-00-00 1977","Long, Richard"
9WE4399X,"A humument: a novel after W.H. Mallock.",,"OCLC: 12973984","1970-00-00 1970, 1975","Phillips, Tom; Mallock, W. H"
XVFFMZT2,"A humument : a treated Victorian novel",multiple,"Additional WorldCat records available","1980-00-00 1980, 1987, 1997, 2005, 2012, 2016","Phillips, Tom; Mallock, W. H. (William Hurrell)"
BA6VGBZN,"A history of the airfields of Lincolnshire II",,"OCLC: 51107649","2000-00-00 2000","Cutts, Simon; WAX366"
ZRC7CN65,"A History of the airfields of Lincolnshire",,"Additional WorldCat records available","1990-00-00 1990","Cutts, Simon"
YRE83QB7,"A Heritage",,"Additional WorldCat records available","1974-00-00 1974","Voelcker, Elsa"
PEMSEF53,"A handful of stones",978-0-906630-06-8,"Additional WorldCat records available","1996-00-00 1996","Cooper, Thomas Joshua; Curtis, Edward S"
Y7DK5U9F,"A handful of memories, Dundee",978-0-9533961-5-3,,"2002-00-00 2002","Bently, John; Derrick, Sarah; Esson, Graham; McKay, Mark; Shearer, Irene; Cunningham, Lynn"
IZE38BDN,"A guide to higher learning",,"ID: VCU_ALMA21400855010001101","2009-00-00 2009","Chen, Julie"
8ZNJGJYF,"herman de vries: catalogue incomplète d'exposition complète de luang-prabang : a random sample of my visual chances, 18-1-1975.",,,"1976-00-00 1976","Vries, Herman de"
EP6DUKZA,"An anecdoted topography of chance (re-anecdoted version)",978-0-947757-88-5,"OCLC: 940976821","1995-00-00 1995","Williams, Emmett; Roth, Dieter; Filliou, Robert; Spoerri, Daniel; Topor; Green, Malcolm"
HI4AR4BW,Ziechen,,,"1984-00-00 1984","Heimbach, Elmar"
R8M4ECCF,"Ville aux dames.",,,"1983-00-00 1983","Van Horn, Erica"
B5362VW8,"Un amour de Swann",,,"1974-00-00 1974","Diamantini, Chiara"
LUDSTNHP,"Thirtysix fire stations",978-2-915778-00-7,,"2004-00-00 2004","Sérandour, Yann"
AWZ7D2UV,"The Shooting of Pope John Paul II",,,,
H9EK7CIA,"The intellectual life of the ruling class",,,"0000-00-00 N.d.","Ramsden, Mel; Baldwin, Michael; Hurrell, Harold"
4E2HWFSX,"The City",,,"1925-00-00 1925","Masereel, Frans"
7NMQ9Z78,"The book of the tumbler on fire",,,"1964-00-00 1964","Brecht, George"
B7JLHNQR,"The alphabet of Lili","0-942324-05-6 978-0-942324-05-1",,"1991-00-00 1991","Glier, Mike; Ferguson, Bruce W."
DCIU6MB3,"Temptations of the frijolera pot = Tentaciones de la frijolera","978-987-43-3529-6 978-987-43-3530-2 978-987-43-3531-9","OCLC: 61270957","2008-00-00 2008","Appella, Alex; Appella, Magú; Gonzalez, Silvana"
9E6QEMK8,"Southwest pass",,,,"Ruggie, Cathie"
JENI4QL2,"Souvenir of Documenta 7",,"OCLC: 951175934","1982-00-00 1982","Colby, Sas"
H2KM6DYY,Secrets,,,"0000-00-00 0000 uuuu","Akins, Future"
TF8AQ3BM,Schism.,,,"1985-00-00 1985","Janet, Janet"
FSRJMJV4,"Sans titre",,,"1983-00-00 1983","Bistra, Lechevalier"
CTASINGQ,"Sans titre",,,,"Andrade, Sonia"
LY8YGZEL,"Sans titre",,,"1980-00-00 1980-1981",Mechtilt
52S77P8X,"Sans titre",,,"0000-00-00 N.d.","Henry, Claudine"
LHDFHTD6,"Sans titre",,,"1983-00-00 1983","Dupuis, Gilbert"
VE6WLSYJ,"Research in Dynamics and comparative statics",,"OCLC: 951178203","1973-00-00 1973","Filliou, Robert"
ZHZK3F28,Reno,,,"2010-00-00 2010","Cook, Julie"
6LG4UEK6,"Replis des sources",,,"1977-00-00 1977","Seund, Ja Rhee"
TCEGQLED,"Provvisorio e definitivo",,"OCLC: 691894206","1991-00-00 1991","Nannucci, Maurizio"
U9NNERDZ,"Partition musicale",,,"1981-00-00 1981","Lai, Maria"
XZU3DAM6,Parallel,,,"1980-00-00 1980","Nexus Press; Osborn, Kevin"
USNBJGYC,"One gasoline station",,,"2010-00-00 2010","Habicht, Dejan"
MSIISFZ3,"Lentilles grossissantes",,,"1977-00-00 1977","Bosser, Gaelle"
2PRK7E79,"Dem Leser den Rücken zukehrend",,"OCLC: 31213027","1976-00-00 1976","Ulrichs, Timm"
AJCPM2LJ,"Camp fire : my artform is the short journey made by walking in the landscape",90-70149-11-7,,"1985-00-00 1985","Fulton, Hamish"
ZVD8CZWQ,"Art and Culture",,,,"Latham, John"
IFZIUDQW,Agressions,,,"1988-00-00 1988","Giordano, Vin"
AA3JMRN2,"A Reading by \'85",,,"1972-00-00 1972",various
RA5I99VX,"A Novel in Progress About a Woman Named Sylvia",,,,"Berger, Eileen"
SCDDFEZM,"A Litany ; A requiem",,,"1981-00-00 1981",
NL5FPSSU,"Text in the book format : book number 120",0-9637682-3-9,,"1995-00-00 1995","Smith, Keith; Davis, Dale |"
FA8L7DMN,"Antony & Cleopatra picture",,,"1979-00-00 1979","Shakespeare, William; King, Ronald"
BJPCGHI4,Circles,,,"1973-00-00 1973","Kristján Guðmundsson"
L42CAFMH,Book,,,"1958-00-00 1958","Roth, Dieter"
BJA47YK9,"Boite P.T. no24",,,"1972-00-00 1972","Tilman, Pierre"
ST7J4PE8,"Bilder = pictures",978-3-88375-561-8,"OCLC: 51022278","2002-00-00 2002","Feldmann, Hans-Peter Hrsg"
3H7LRIQ3,"Bilder von Feldmann...",,"OCLC: 469669325","1971-00-00 1971","Feldmann, Hans-Peter"
VXVTNAQ2,"Das grosse frauenbuch",,,"1975-00-00 1975","Feldmann, Hans-Peter"
UIKATCNM,Edges,,"ID: VCU_ALMA21454473270001101","2009-00-00 2009","Banks, Alisa C. (Alisa Christophe)"
MCEQL5FM,"Durchbrüche - Durchblicke",,,"1990-00-00 1990","Harms, Anja; Celan, Paul"
F6ZX35WA,"Door to door","0-85998-002-2 978-0-85998-002-9",,"1973-00-00 1973","Chadwick, Helen; Mayor, David"
CMEQXEIE,"Gersaints Aushängeschild",,"OCLC: 835297478","1976-00-00 1976","Diacono, Mario; Kolář, Jiří; Parmiggiani, Claudio"
5U3JE8DP,"Gerhard Richter: atlas van de foto's en schetsen : Hedendaagse Kunst, Utrecht, 1-30 december 1972.",,"OCLC: 69095077","1972-00-00 1972","Richter, Gerhard"
36L9U8FD,"Fragments graphiques d'un livre d'images ; Jeu graphique extrait d'un libre d'images ; Posi-néga 1.2.3.4 et O.K. I, II, III, IV, ou, Fragments graphiques 2, d'un livre d'images: a voir, a toucher, a entendre la nuit",,,"1974-00-00 1974","Malliarakis, Michel"
UYAJHYS3,"Fifteen English homes",,,"1995-00-00 1995","Dilnot, John"
HH5GIC3E,Interference,,,"1982-00-00 1982","Zimmermann, Philip"
AJKWNAID,"Interfaces, 1977: [Dieter Roth, Richard Hamilton",,"OCLC: 60449822","1988-00-00 1988","Roth, Dieter; Hamilton, Richard"
VNPJWWY5,"Inside chance",,,"2000-00-00 2000","Ríos, Alberto; Smith, Linda"
HTCE68IL,"Les documents photographiques qui suivent m'ont été transmis par Luis Caballero",,"OCLC: 830733364","1970-00-00 1970","Boltanski, Christian"
LJWFX9YG,"La ballade des pendus (Ballad of the hangmen)",,,"1998-00-00 1998","Coron, Beatrice; Villon, Francois; Stern, Mick"
E68K32SD,"Japetus Steenstrup",,,"1987-00-00 1987","Granary Books Artists' Books Collection - York University; Fahrner, Barbara"
NXTMARRB,"Longs poèmes courts à terminer chez soi",,"OCLC: 54168288","1984-00-00 1984","Filliou, Robert"
UMWZAH7W,"Mirror box",,"OCLC: 78013709","1979-00-00 1979","Carrión, Ulises"
7UE3IHZM,"Once around the sun",,,"1975-00-00 1975","Guðmundsson, Kristján"
WUL8Q8GI,Nebbia,,,"2004-00-00 2004","Lollis, Cynthia; Deeg, Daniela; Brodsky, Joseph"
25VIGEVV,"Piero Manzoni: life and work",,"OCLC: 62206553","1969-00-00 1969","Petersen, Jes; Manzoni, Piero"
DWVSGPFD,"Reflexions reprogressives",,"OCLC: 930947177","1989-00-00 1989","Kammerer-Luka, Gerhard Friedrich"
UMZFZKV6,Raum,"978-3-922760-12-2 978-3-922760-13-9","OCLC: 722497296","1983-00-00 1983","Gappmayr, Heinz"
MFPGS6BV,"Schizoid lunch / Mono Tone",,,"1988-00-00 1988","Milliken, Don; Edwards, John"
Z42X9Y6A,"Standart: making",,,"1970-00-00 1970","Penck, A. R"
CYZABXEB,Spiracolografie,,,"1978-00-00 1978","Gioli, Paolo"
GVUDZDE9,"Some Los Angeles apartments",,,"1965-00-00 1965","Ruscha, Edward"
G7M6CBJT,"Six variations upon a Spoerri landscape: a suite of lithographs",,,"1973-00-00 1973","Williams, Emmett"
