abcItemKey,citedItemKey,method,confidence,review,abcTitle,citedTitle
HA7KCJ8L,,none,0.000,,María Cano : roja muy roja,
IX22R2VB,,none,0.000,,Nosce te ipsvm,
J495JUND,,none,0.000,,De las mujeres y el no tiempo,
AHZZP9XL,,none,0.000,,Linha Vermelha,
8PTXNY8I,,none,0.000,,Go-rilla means war,
2CXL4CCJ,,none,0.000,,Our phenomenal world,
95DIQBY8,,none,0.000,,A's Rosen war,
EWDECAL8,,none,0.000,,Trumped up empathy.,
KCSPZPTW,,none,0.000,,Nancy Reagan is killing me,
QFTTGVWQ,,none,0.000,,Landscapes of the late Anthropocene,
XUNKI7T4,DKWCVTTB,title,0.950,,Breathe.,Breathe
TJPB43HK,,none,0.000,,Avistamientos,
L7VCRUPY,,none,0.000,,El escudo de la regeneracion,
VIRGHDXH,,none,0.000,,"Dentes, frascos e fósforos",
IBRBKFYX,,none,0.000,,Atravessamentos,
GAJBGCFM,,none,0.000,,Anotações noturnas,
5HBRB528,,none,0.000,,Como construir um modelo vivo,
7KVJ7UIJ,,none,0.000,,Perímetro,
EKFFHIX6,,none,0.000,,Ottoman paper carpets,
Z67GHMME,,none,0.000,,Computed curation,
SWP5DNW2,,none,0.000,,La prose du Transsibérien re-creation,
FB5FGV7V,,none,0.000,,Solaris,
XCX65JQA,,none,0.000,,Your machine is attacking others,
8XT6HJSL,,none,0.000,,Psychotic erotic,
YYMMGL4D,,none,0.000,,The swamp,
SQEGRSTM,,none,0.000,,Tomorrow's man 4,
SSXVVYVE,,none,0.000,,Piute Creek,
5YWZAKSA,,none,0.000,,Political terms : leaving impressions.,
DEKUY95I,,none,0.000,,Gymnopaedia no. 5 : a day without words,
SM8NSD5G,,none,0.000,,Fake art!,
MLBQRNYZ,,none,0.000,,Flashpoint.,
X6SRYS58,,none,0.000,,In war 1940-,
G3BK2MZQ,,none,0.000,,Thank you for your interest in this subject,
KSV96YKT,,none,0.000,,Abstract browsing,
AZ5YHEIK,,none,0.000,,Real Nazis,
9FU9RMRX,,none,0.000,,Augusta,
N7DPVS3X,,none,0.000,,T.S.,
BKNRPZRY,,none,0.000,,"Dicionário = : dictionary : Ana Martins Marques, Fabio Morais, Gonçalo M. Tavares, Marilá Dardot, Rodrigo Moura",
WUFJ74UX,,none,0.000,,Ladi miati' : lotería de las partes del cuerpo humano en zapoteco de Juchitán,
RZ7ULMAX,,none,0.000,,Mis noches salvajes,
JXV2WPEU,,none,0.000,,Primer intento,
EQTXEJXW,,none,0.000,,Do you know this tree? = Bu ağacı tanıyor musunuz?,
GJ9NDUHS,,none,0.000,,"Palarva, Paulo Bruscky",
47EWWGYW,,none,0.000,,Livro do desassossego: imrpovisações gráficas,
8J6IA73L,,none,0.000,,Dossiê Cruzeiro do Sul = Southern Cross dossier,
5V5P5QYW,,none,0.000,,Esquecimento,
B8VL75MF,,none,0.000,,Women with cameras (anonymous),
YDMNTVJW,,none,0.000,,A new nothing,
BAJEACPN,,none,0.000,,Dominion,
QD325LK6,,none,0.000,,INoN,
Z4XGAWTT,,none,0.000,,Four red duotones,
BEA5N4L6,HA6VMW7H,title,0.950,,Television,Television
4W5UTXL4,,none,0.000,,The day of the rope,
QI3LNRFR,,none,0.000,,Look back,
9F8VCLRI,,none,0.000,,"Fierce power, bad fate",
QGDD9FGD,,none,0.000,,Facing,
NW4PQ9DM,,none,0.000,,"Typographic samples, pictures & polemics",
NA8XRDUS,,none,0.000,,Burning in the dark,
ZK6USGXV,,none,0.000,,Warwick Mountain series : photographs,
A3XLU2PS,,none,0.000,,Lupus viator ...,
JA37KPZN,,none,0.000,,Bobby : book nr. 100,
JZJSJKVW,99HFQJQH,title,0.950,,Instructions for assembly : three how-to projects that will improve your life,Instructions for assembly : three how-to projects that will improve your life
LEMY9PQV,,none,0.000,,Testify! : Vietnam veterans in photographs & interviews,
YGVJRI4Y,GURAG9JG,title,0.950,,(Ho + go)² = it,(Ho + go)² = it
D82S64UT,,none,0.000,,"Joni Mabe's classic postcard book : from her museum of obsessions, personalities, & oddities.",
N5NIM2CV,,none,0.000,,B[backward e]o,
K7ILPDU3,,none,0.000,,Per-sist-ent ster-e-o-types,
72I5L86W,,none,0.000,,The Acme Theatre very great poets series anthology. vol. II,
CY2TGWQJ,F3KU7F6S,title,0.950,,A portfolio of piles.,A portfolio of piles.
CJ6QJUF7,,none,0.000,,23 microcuentos,
NZ5NM3WY,,none,0.000,,"Various small fires and 4,000 refugees",
XJ6TNJSP,,none,0.000,,The Puerto Rican war,
NPRJMNHQ,,none,0.000,,Proof : photographs from the collection of Robert E. Jackson,
7B2F97TD,,none,0.000,,"Un libro biblioteca : un libro dentro de un libro, un libro dentro de una biblioteca, una biblioteca dentro de un libro, un libro biblioteca, una biblioteca libro",
ZYS8GMX2,,none,0.000,,Festschrift for Bill : in celebration of book arts.,
3C827A4Q,,none,0.000,,Escurecendo s fatos,
G347E7IL,,none,0.000,,[Chair City oral history book series],
693Y359F,,none,0.000,,Antillean lacunae : points of departure,
KJJ35ILT,,none,0.000,,Parade of the old new : panorama ; The troublemakers : history painting in the real world,
C8TR84N6,,none,0.000,,Stop war = Net Voyne!,
2B2582MX,,none,0.000,,Sierra suite : (overheard),
EED7JCA6,,none,0.000,,Sierra suite : (overheard),
YCBUFLK2,,none,0.000,,Infinite snakes,
23EMIBFV,,none,0.000,,"""Ich hatte viel Bekümmernis in meinem Herzen, aber deine Tröstungen erquicken meine Seele"" : eine Reflexion in Bildern über die Kantate BWV 21 von Johann Sebastian Bach",
NXRQCFWG,,none,0.000,,How books work,
IT9YAY5Z,,none,0.000,,Fuerza Aérea Zapatista.,
PXCQU5L6,,none,0.000,,Fragments of the peculiar institution,
IA54GVQX,,none,0.000,,Fragments of the peculiar institution,
6QQIZA6F,,none,0.000,,"First impressions : when was the first time you experienced being ""the other?""",
X8GT46UM,ZX6DJLD4,fuzzy,0.833,yes,Exhausted geographies II,Exhausted geographies.
ZWZ8TWIM,,none,0.000,,De novo,
PLXEZ6SH,,none,0.000,,Cuentos de cien palabras,
BZN57E3A,,none,0.000,,Blurting in A&L : an index of blurts and their concatenation (the Handbook) constitutes a problematic ...,
M4L4B745,,none,0.000,,Blueprints,
DNTS73TK,,none,0.000,,Black Creek,
YMDF8P2E,,none,0.000,,Basic lights : I swear this is the last cigarette I will ever smoke.,
7B8YM59H,,none,0.000,,Wrongly bodied : documenting transition from female to male,
8KQHRYNE,,none,0.000,,Tráfico gráfico,
KUV6NXNS,,none,0.000,,Knüller woodcut prints,
VGZFX4R6,,none,0.000,,Mourning/Warning. Numbers and repeaters,
GUFAHLE5,,none,0.000,,Hoy todo sale bien,
37PNYTWT,,none,0.000,,Lembrança de Nhô Tim,
WU9LKNLW,,none,0.000,,Filipino folk foundry,
AEH4PKA9,,none,0.000,,"Christopher Williams : normative models : 05. Mai - 29. Juli 2018, exhibition no. 547, Kestner Gesellschaft",
2JCX84TY,,none,0.000,,"Christopher Williams : normative models : 05. Mai - 29. Juli 2018, exhibition no. 547, Kestner Gesellschaft",
UK4ALEJH,,none,0.000,,"Name, class, subject",
TJEXM6ME,,none,0.000,,28 days : a deck of cards,
Q7GM2XJS,,none,0.000,,28 days : a deck of cards,
FCVVSAWF,,none,0.000,,Eternal friendship,
ICX3X4IQ,,none,0.000,,The prospect of immortality,
WUC8KKIX,,none,0.000,,Michael Landy : break down inventory,
VZDF4P8Z,,none,0.000,,Doctor Mister Miracles's guide to miracle-making : a manual (abridged).,
IMD73QFP,,none,0.000,,"Another water : (the river Thames, for example)",
NWCXKVJY,,none,0.000,,Got a minute?,
LABAHRNC,,none,0.000,,Look back,
56ALC5R2,,none,0.000,,Big man on the dot,
FWSWMASH,KBHG9EJS,isbn,1.000,,A girl's life,A girl's life
T3KKZBKH,KBHG9EJS,isbn,1.000,,A girl's life,A girl's life
QYYS38VA,,none,0.000,,"Two hundred books by Keith Smith : book number 200, an anecdotal bibliography",
GHPSVHUJ,,none,0.000,,Eden,
Z9IFVZFI,3VINCA44,title,0.950,,Otherspace : Martian ty/opography,Otherspace : martian ty/opography
L6RVT6FN,,none,0.000,,Come again,
MKY9XUW9,,none,0.000,,Poems by Richard C.,
HL536IZV,,none,0.000,,Flag book : interaction towards a better world,
ZRURVZ2G,,none,0.000,,Libro quemado = Burnt book,
K2JZRGUL,,none,0.000,,How to make flipbooks,
MKPJRPYM,,none,0.000,,Ohio,
ELUGCBUC,QN9DCR8N,title,0.950,,Book from the ground : from point to point,Book from the ground : from point to point
JTVAZ2ZZ,,none,0.000,,Iceberg,
TY57FHA8,,none,0.000,,I'm about to 'read' a photo book,
